ALTITUDE,Mach,Thrust
30000,45000,0.317,32751
30000,45000,0.318,32734
30000,45000,0.319,32718
30000,45000,0.32,32705
30000,45000,0.321,32692
30000,45000,0.322,32677
30000,45000,0.323,32666
30000,45000,0.324,32653
30000,45000,0.325,32642
30000,45000,0.326,32631
30000,45000,0.327,32619
30000,45000,0.328,32606
30000,45000,0.329,32594
30000,45000,0.33,32580
30000,45000,0.331,32568
30000,45000,0.332,32555
30000,45000,0.333,32541
30000,45000,0.334,32528
30000,45000,0.335,32515
30000,45000,0.336,32500
30000,45000,0.337,32486
30000,45000,0.338,32472
30000,45000,0.339,32458
30000,45000,0.34,32442
30000,45000,0.341,32430
30000,45000,0.342,32415
30000,45000,0.343,32402
30000,45000,0.344,32387
30000,45000,0.345,32374
30000,45000,0.346,32362
30000,45000,0.347,32349
30000,45000,0.348,32337
30000,45000,0.349,32324
30000,45000,0.35,32313
30000,45000,0.351,32301
30000,45000,0.352,32291
30000,45000,0.353,32280
30000,45000,0.354,32269
30000,45000,0.355,32260
30000,45000,0.356,32249
30000,45000,0.357,32238
30000,45000,0.358,32227
30000,45000,0.359,32219
30000,45000,0.36,32209
30000,45000,0.361,32198
30000,45000,0.362,32190
30000,45000,0.363,32180
30000,45000,0.364,32170
30000,45000,0.365,32162
30000,45000,0.366,32152
30000,45000,0.367,32143
30000,45000,0.368,32133
30000,45000,0.369,32124
30000,45000,0.37,32117
30000,45000,0.371,32108
30000,45000,0.372,32099
30000,45000,0.373,32092
30000,45000,0.374,32084
30000,45000,0.375,32077
30000,45000,0.376,32069
30000,45000,0.377,32063
30000,45000,0.378,32055
30000,45000,0.379,32048
30000,45000,0.38,32042
30000,45000,0.381,32035
30000,45000,0.382,32028
30000,45000,0.383,32020
30000,45000,0.384,32015
30000,45000,0.385,32008
30000,45000,0.386,32001
30000,45000,0.387,31994
30000,45000,0.388,31987
30000,45000,0.389,31979
30000,45000,0.39,31970
30000,45000,0.391,31965
30000,45000,0.392,31957
30000,45000,0.393,31949
30000,45000,0.394,31939
30000,45000,0.395,31932
30000,45000,0.396,31924
30000,45000,0.397,31916
30000,45000,0.398,31909
30000,45000,0.399,31901
30000,45000,0.4,31893
30000,45000,0.401,31886
30000,45000,0.402,31878
30000,45000,0.403,31872
30000,45000,0.404,31865
30000,45000,0.405,31857
30000,45000,0.406,31850
30000,45000,0.407,31842
30000,45000,0.408,31835
30000,45000,0.409,31828
30000,45000,0.41,31821
30000,45000,0.411,31816
30000,45000,0.412,31809
30000,45000,0.413,31802
30000,45000,0.414,31795
30000,45000,0.415,31789
30000,45000,0.416,31782
30000,45000,0.417,31778
30000,45000,0.418,31771
30000,45000,0.419,31765
30000,45000,0.42,31759
30000,45000,0.421,31754
30000,45000,0.422,31748
30000,45000,0.423,31743
30000,45000,0.424,31737
30000,45000,0.425,31732
30000,45000,0.426,31726
30000,45000,0.427,31722
30000,45000,0.428,31717
30000,45000,0.429,31712
30000,45000,0.43,31707
30000,45000,0.431,31703
30000,45000,0.432,31697
30000,45000,0.433,31693
30000,45000,0.434,31688
30000,45000,0.435,31684
30000,45000,0.436,31680
30000,45000,0.437,31676
30000,45000,0.438,31671
30000,45000,0.439,31667
30000,45000,0.44,31664
30000,45000,0.441,31660
30000,45000,0.442,31656
30000,45000,0.443,31652
30000,45000,0.444,31649
30000,45000,0.445,31646
30000,45000,0.446,31642
30000,45000,0.447,31639
30000,45000,0.448,31636
30000,45000,0.449,31633
30000,45000,0.45,31629
30000,45000,0.451,31627
30000,45000,0.452,31623
30000,45000,0.453,31621
30000,45000,0.454,31618
30000,45000,0.455,31615
30000,45000,0.456,31613
30000,45000,0.457,31611
30000,45000,0.458,31609
30000,45000,0.459,31607
30000,45000,0.46,31605
30000,45000,0.461,31603
30000,45000,0.462,31601
30000,45000,0.463,31599
30000,45000,0.464,31597
30000,45000,0.465,31596
30000,45000,0.466,31595
30000,45000,0.467,31593
30000,45000,0.468,31591
30000,45000,0.469,31589
30000,45000,0.47,31588
30000,45000,0.471,31587
30000,45000,0.472,31585
30000,45000,0.473,31584
30000,45000,0.474,31583
30000,45000,0.475,31582
30000,45000,0.476,31581
30000,45000,0.477,31580
30000,45000,0.478,31579
30000,45000,0.479,31578
30000,45000,0.48,31577
30000,45000,0.481,31576
30000,45000,0.482,31576
30000,45000,0.483,31576
30000,45000,0.484,31576
30000,45000,0.485,31575
30000,45000,0.486,31575
30000,45000,0.487,31575
30000,45000,0.488,31575
30000,45000,0.489,31575
30000,45000,0.49,31576
30000,45000,0.491,31576
30000,45000,0.492,31576
30000,45000,0.493,31577
30000,45000,0.494,31578
30000,45000,0.495,31579
30000,45000,0.496,31579
30000,45000,0.497,31580
30000,45000,0.498,31581
30000,45000,0.499,31583
30000,45000,0.5,31583
30000,45000,0.501,31584
30000,45000,0.502,31585
30000,45000,0.503,31587
30000,45000,0.504,31588
30000,45000,0.505,31590
30000,45000,0.506,31591
30000,45000,0.507,31593
30000,45000,0.508,31595
30000,45000,0.509,31597
30000,45000,0.51,31599
30000,45000,0.511,31601
30000,45000,0.512,31603
30000,45000,0.513,31606
30000,45000,0.514,31608
30000,45000,0.515,31610
30000,45000,0.516,31612
30000,45000,0.517,31614
30000,45000,0.518,31618
30000,45000,0.519,31621
30000,45000,0.52,31624
30000,45000,0.521,31627
30000,45000,0.522,31630
30000,45000,0.523,31634
30000,45000,0.524,31637
30000,45000,0.525,31640
30000,45000,0.526,31643
30000,45000,0.527,31647
30000,45000,0.528,31650
30000,45000,0.529,31655
30000,45000,0.53,31659
30000,45000,0.531,31662
30000,45000,0.532,31666
30000,45000,0.533,31671
30000,45000,0.534,31674
30000,45000,0.535,31679
30000,45000,0.536,31683
30000,45000,0.537,31687
30000,45000,0.538,31691
30000,45000,0.539,31697
30000,45000,0.54,31702
30000,45000,0.541,31706
30000,45000,0.542,31711
30000,45000,0.543,31715
30000,45000,0.544,31720
30000,45000,0.545,31726
30000,45000,0.546,31731
30000,45000,0.547,31736
30000,45000,0.548,31741
30000,45000,0.549,31748
30000,45000,0.55,31753
30000,45000,0.551,31758
30000,45000,0.552,31764
30000,45000,0.553,31769
30000,45000,0.554,31775
30000,45000,0.555,31784
30000,45000,0.556,31790
30000,45000,0.557,31796
30000,45000,0.558,31802
30000,45000,0.559,31808
30000,45000,0.56,31816
30000,45000,0.561,31823
30000,45000,0.562,31828
30000,45000,0.563,31836
30000,45000,0.564,31843
30000,45000,0.565,31850
30000,45000,0.566,31857
30000,45000,0.567,31866
30000,45000,0.568,31873
30000,45000,0.569,31881
30000,45000,0.57,31888
30000,45000,0.571,31896
30000,45000,0.572,31905
30000,45000,0.573,31913
30000,45000,0.574,31921
30000,45000,0.575,31928
30000,45000,0.576,31937
30000,45000,0.577,31945
30000,45000,0.578,31956
30000,45000,0.579,31964
30000,45000,0.58,31972
30000,45000,0.581,31980
30000,45000,0.582,31989
30000,45000,0.583,31997
30000,45000,0.584,32009
30000,45000,0.585,32017
30000,45000,0.586,32026
30000,45000,0.587,32035
30000,45000,0.588,32044
30000,45000,0.589,32054
30000,45000,0.59,32066
30000,45000,0.591,32074
30000,45000,0.592,32083
30000,45000,0.593,32093
30000,45000,0.594,32102
30000,45000,0.595,32114
30000,45000,0.596,32124
30000,45000,0.597,32133
30000,45000,0.598,32143
30000,45000,0.599,32153
30000,45000,0.6,32166
30000,45000,0.601,32176
30000,45000,0.602,32186
30000,45000,0.603,32197
30000,45000,0.604,32211
30000,45000,0.605,32221
30000,45000,0.606,32232
30000,45000,0.607,32242
30000,45000,0.608,32257
30000,45000,0.609,32268
30000,45000,0.61,32279
30000,45000,0.611,32291
30000,45000,0.612,32302
30000,45000,0.613,32317
30000,45000,0.614,32329
30000,45000,0.615,32341
30000,45000,0.616,32352
30000,45000,0.617,32364
30000,45000,0.618,32380
30000,45000,0.619,32391
30000,45000,0.62,32406
30000,45000,0.621,32416
30000,45000,0.622,32433
30000,45000,0.623,32445
30000,45000,0.624,32457
30000,45000,0.625,32470
30000,45000,0.626,32486
30000,45000,0.627,32498
30000,45000,0.628,32511
30000,45000,0.629,32524
30000,45000,0.63,32540
30000,45000,0.631,32553
30000,45000,0.632,32567
30000,45000,0.633,32580
30000,45000,0.634,32598
30000,45000,0.635,32611
30000,45000,0.636,32624
30000,45000,0.637,32639
30000,45000,0.638,32653
30000,45000,0.639,32671
30000,45000,0.64,32687
30000,45000,0.641,32700
30000,45000,0.642,32715
30000,45000,0.643,32729
30000,45000,0.644,32749
30000,45000,0.645,32763
30000,45000,0.646,32779
30000,45000,0.647,32794
30000,45000,0.648,32810
30000,45000,0.649,32825
30000,45000,0.65,32841
30000,45000,0.651,32857
30000,45000,0.652,32871
30000,45000,0.653,32889
30000,45000,0.654,32904
30000,45000,0.655,32920
30000,45000,0.656,32935
30000,45000,0.657,32956
30000,45000,0.658,32972
30000,45000,0.659,32987
30000,45000,0.66,33010
30000,45000,0.661,33028
30000,45000,0.662,33044
30000,45000,0.663,33066
30000,45000,0.664,33084
30000,45000,0.665,33100
30000,45000,0.666,33122
30000,45000,0.667,33139
30000,45000,0.668,33157
30000,45000,0.669,33182
30000,45000,0.67,33197
30000,45000,0.671,33214
30000,45000,0.672,33237
30000,45000,0.673,33254
30000,45000,0.674,33271
30000,45000,0.675,33295
30000,45000,0.676,33312
30000,45000,0.677,33329
30000,45000,0.678,33354
30000,45000,0.679,33372
30000,45000,0.68,33389
30000,45000,0.681,33413
30000,45000,0.682,33434
30000,45000,0.683,33452
30000,45000,0.684,33471
30000,45000,0.685,33495
30000,45000,0.686,33514
30000,45000,0.687,33533
30000,45000,0.688,33558
30000,45000,0.689,33578
30000,45000,0.69,33597
30000,45000,0.691,33618
30000,45000,0.692,33639
30000,45000,0.693,33665
30000,45000,0.694,33684
30000,45000,0.695,33703
30000,45000,0.696,33730
30000,45000,0.697,33750
30000,45000,0.698,33777
30000,45000,0.699,33797
30000,45000,0.7,33818
30000,45000,0.701,33839
30000,45000,0.702,33866
30000,45000,0.703,33886
30000,45000,0.704,33914
30000,45000,0.705,33936
30000,45000,0.706,33957
30000,45000,0.707,33985
30000,45000,0.708,34007
30000,45000,0.709,34027
30000,45000,0.71,34054
30000,45000,0.711,34077
30000,45000,0.712,34098
30000,45000,0.713,34120
30000,45000,0.714,34149
30000,45000,0.715,34172
30000,45000,0.716,34195
30000,45000,0.717,34218
30000,45000,0.718,34249
30000,45000,0.719,34271
30000,45000,0.72,34293
30000,45000,0.721,34325
30000,45000,0.722,34348
30000,45000,0.723,34372
30000,45000,0.724,34404
30000,45000,0.725,34425
30000,45000,0.726,34457
30000,45000,0.727,34481
30000,45000,0.728,34504
30000,45000,0.729,34534
30000,45000,0.73,34558
30000,45000,0.731,34591
30000,45000,0.732,34614
30000,45000,0.733,34646
30000,45000,0.734,34669
30000,45000,0.735,34703
30000,45000,0.736,34725
30000,45000,0.737,34759
30000,45000,0.738,34783
30000,45000,0.739,34807
30000,45000,0.74,34841
30000,45000,0.741,34865
30000,45000,0.742,34891
30000,45000,0.743,34924
30000,45000,0.744,34948
30000,45000,0.745,34981
30000,45000,0.746,35014
30000,45000,0.747,35038
30000,45000,0.748,35073
30000,45000,0.749,35098
30000,45000,0.75,35131
30000,45000,0.751,35158
30000,45000,0.752,35194
30000,45000,0.753,35218
30000,45000,0.754,35254
30000,45000,0.755,35280
30000,45000,0.756,35315
30000,45000,0.757,35351
30000,45000,0.758,35379
30000,45000,0.759,35406
30000,45000,0.76,35441
30000,45000,0.761,35469
30000,45000,0.762,35505
30000,45000,0.763,35534
30000,45000,0.764,35559
30000,45000,0.765,35595
30000,45000,0.766,35620
30000,45000,0.767,35656
30000,45000,0.768,35682
30000,45000,0.769,35717
30000,45000,0.77,35746
30000,45000,0.771,35776
30000,45000,0.772,35805
30000,45000,0.773,35839
30000,45000,0.774,35876
30000,45000,0.775,35904
30000,45000,0.776,35934
30000,45000,0.777,35974
30000,45000,0.778,36001
30000,45000,0.779,36037
30000,45000,0.78,36077
30000,45000,0.781,36103
30000,45000,0.782,36141
30000,45000,0.783,36171
30000,45000,0.784,36210
30000,45000,0.785,36240
30000,45000,0.786,36278
30000,45000,0.787,36309
30000,45000,0.788,36345
30000,45000,0.789,36385
30000,45000,0.79,36415
30000,45000,0.791,36449
30000,45000,0.792,36489
30000,45000,0.793,36527
30000,45000,0.794,36567
30000,45000,0.795,36596
30000,45000,0.796,36638
30000,45000,0.797,36667
30000,45000,0.798,36706
30000,45000,0.799,36744
30000,45000,0.8,36779
30000,45000,0.801,36821
30000,45000,0.802,36860
30000,45000,0.803,36900
30000,45000,0.804,36938
30000,45000,0.805,36976
30000,45000,0.806,37017
30000,45000,0.807,37048
30000,45000,0.808,37087
30000,45000,0.809,37128
30000,45000,0.81,37167
30000,45000,0.811,37208
30000,45000,0.812,37248
30000,45000,0.813,37290
30000,45000,0.814,37329
30000,45000,0.815,37370
30000,45000,0.816,37413
30000,45000,0.817,37454
30000,45000,0.818,37495
30000,45000,0.819,37538
30000,45000,0.82,37581
30000,45000,0.821,37622
30000,45000,0.822,37662
30000,45000,0.823,37715
30000,45000,0.824,37754
30000,45000,0.825,37795
30000,45000,0.826,37846
30000,45000,0.827,37888
30000,45000,0.828,37931
30000,45000,0.829,37982
30000,45000,0.83,38023
30000,45000,0.831,38072
30000,45000,0.832,38112
30000,45000,0.833,38161
30000,45000,0.834,38209
30000,45000,0.835,38258
30000,45000,0.836,38294
30000,45000,0.837,38337
30000,45000,0.838,38384
30000,45000,0.839,38425
30000,45000,0.84,38470
30000,45000,0.841,38516
30000,45000,0.842,38560
30000,45000,0.843,38602
30000,45000,0.844,38646
30000,45000,0.845,38688
30000,45000,0.846,38740
30000,45000,0.847,38784
30000,45000,0.848,38827
30000,45000,0.849,38877
30000,45000,0.85,38920
30000,45000,0.851,38970
30000,45000,0.852,39021
30000,45000,0.853,39067
30000,45000,0.854,39114
30000,45000,0.855,39163
30000,45000,0.856,39210
30000,45000,0.857,39256
30000,45000,0.858,39305
30000,45000,0.859,39352
30000,45000,0.86,39400
30000,45000,0.861,39447
30000,45000,0.862,39490
30000,45000,0.863,39540
30000,45000,0.864,39585
30000,45000,0.865,39631
30000,45000,0.866,39677
30000,45000,0.867,39729
30000,45000,0.868,39776
30000,45000,0.869,39819
30000,45000,0.87,39866
30000,45000,0.871,39911
30000,45000,0.872,39957
30000,45000,0.873,40008
30000,45000,0.874,40050
30000,45000,0.875,40100
30000,45000,0.876,40158
30000,45000,0.877,40214
30000,45000,0.878,40267
30000,45000,0.879,40323
30000,45000,0.88,40376
30000,45000,0.881,40436
30000,45000,0.882,40494
30000,45000,0.883,40551
30000,45000,0.884,40606
30000,45000,0.885,40666
30000,45000,0.886,40724
30000,45000,0.887,40797
30000,45000,0.888,40856
30000,45000,0.889,40912
30000,45000,0.89,40976
30000,45000,0.891,41032
30000,45000,0.892,41093
30000,45000,0.893,41164
30000,45000,0.894,41222
30000,45000,0.895,41282
30000,45000,0.896,41355
30000,45000,0.897,41414
30000,45000,0.898,41477
30000,45000,0.899,41535
30000,45000,0.9,41583
30000,45000,0.901,41608
30000,45000,0.902,41633
30000,45000,0.903,41662
30000,45000,0.904,41689
30000,45000,0.905,41716
30000,45000,0.906,41742
30000,45000,0.907,41772
30000,45000,0.908,41790
30000,45000,0.909,41810
30000,45000,0.91,41825
30000,45000,0.911,41844
30000,45000,0.912,41860
30000,45000,0.913,41857
30000,45000,0.914,41897
40000,45000,0.458,16879
40000,45000,0.459,16872
40000,45000,0.46,16873
40000,45000,0.461,16878
40000,45000,0.462,16885
40000,45000,0.463,16893
40000,45000,0.464,16904
40000,45000,0.465,16915
40000,45000,0.466,16926
40000,45000,0.467,16937
40000,45000,0.468,16947
40000,45000,0.469,16957
40000,45000,0.47,16967
40000,45000,0.471,16977
40000,45000,0.472,16987
40000,45000,0.473,16997
40000,45000,0.474,17006
40000,45000,0.475,17016
40000,45000,0.476,17026
40000,45000,0.477,17036
40000,45000,0.478,17046
40000,45000,0.479,17055
40000,45000,0.48,17065
40000,45000,0.481,17075
40000,45000,0.482,17091
40000,45000,0.483,17098
40000,45000,0.484,17090
40000,45000,0.485,17083
40000,45000,0.486,17078
40000,45000,0.487,17074
40000,45000,0.502,16916
40000,45000,0.503,16911
40000,45000,0.504,16912
40000,45000,0.505,16918
40000,45000,0.506,16925
40000,45000,0.507,16933
40000,45000,0.508,16943
40000,45000,0.509,16953
40000,45000,0.51,16963
40000,45000,0.511,16972
40000,45000,0.512,16981
40000,45000,0.513,16991
40000,45000,0.514,17000
40000,45000,0.515,17009
40000,45000,0.516,17019
40000,45000,0.517,17030
40000,45000,0.518,17031
40000,45000,0.519,17027
40000,45000,0.52,17023
40000,45000,0.521,17021
40000,45000,0.522,17018
40000,45000,0.523,17015
40000,45000,0.524,17013
40000,45000,0.525,17011
40000,45000,0.526,17010
40000,45000,0.527,17012
40000,45000,0.528,17014
40000,45000,0.529,17017
40000,45000,0.53,17019
40000,45000,0.531,17022
40000,45000,0.532,17025
40000,45000,0.533,17028
40000,45000,0.534,17032
40000,45000,0.535,17037
40000,45000,0.536,17042
40000,45000,0.537,17048
40000,45000,0.538,17054
40000,45000,0.539,17060
40000,45000,0.54,17066
40000,45000,0.541,17072
40000,45000,0.542,17078
40000,45000,0.543,17084
40000,45000,0.544,17090
40000,45000,0.545,17095
40000,45000,0.546,17100
40000,45000,0.547,17106
40000,45000,0.548,17111
40000,45000,0.549,17117
40000,45000,0.55,17123
40000,45000,0.551,17129
40000,45000,0.552,17134
40000,45000,0.553,17138
40000,45000,0.554,17141
40000,45000,0.555,17142
40000,45000,0.556,17145
40000,45000,0.557,17149
40000,45000,0.558,17154
40000,45000,0.559,17160
40000,45000,0.56,17167
40000,45000,0.561,17175
40000,45000,0.562,17182
40000,45000,0.563,17192
40000,45000,0.564,17200
40000,45000,0.565,17209
40000,45000,0.566,17218
40000,45000,0.567,17227
40000,45000,0.568,17235
40000,45000,0.569,17242
40000,45000,0.57,17251
40000,45000,0.571,17259
40000,45000,0.572,17265
40000,45000,0.573,17264
40000,45000,0.574,17257
40000,45000,0.575,17248
40000,45000,0.576,17239
40000,45000,0.577,17233
40000,45000,0.578,17230
40000,45000,0.579,17229
40000,45000,0.58,17230
40000,45000,0.581,17231
40000,45000,0.582,17232
40000,45000,0.583,17232
40000,45000,0.584,17231
40000,45000,0.585,17229
40000,45000,0.586,17227
40000,45000,0.587,17224
40000,45000,0.588,17221
40000,45000,0.589,17218
40000,45000,0.59,17215
40000,45000,0.591,17213
40000,45000,0.592,17210
40000,45000,0.593,17207
40000,45000,0.594,17204
40000,45000,0.595,17202
40000,45000,0.596,17200
40000,45000,0.597,17201
40000,45000,0.598,17203
40000,45000,0.599,17206
40000,45000,0.6,17209
40000,45000,0.601,17213
40000,45000,0.602,17217
40000,45000,0.603,17220
40000,45000,0.604,17223
40000,45000,0.605,17227
40000,45000,0.606,17230
40000,45000,0.607,17234
40000,45000,0.608,17238
40000,45000,0.609,17242
40000,45000,0.61,17246
40000,45000,0.611,17250
40000,45000,0.612,17254
40000,45000,0.613,17258
40000,45000,0.614,17262
40000,45000,0.615,17267
40000,45000,0.616,17271
40000,45000,0.617,17276
40000,45000,0.618,17281
40000,45000,0.619,17285
40000,45000,0.62,17290
40000,45000,0.621,17294
40000,45000,0.622,17299
40000,45000,0.623,17304
40000,45000,0.624,17309
40000,45000,0.625,17314
40000,45000,0.626,17319
40000,45000,0.627,17324
40000,45000,0.628,17329
40000,45000,0.629,17334
40000,45000,0.63,17338
40000,45000,0.631,17344
40000,45000,0.632,17349
40000,45000,0.633,17354
40000,45000,0.634,17359
40000,45000,0.635,17365
40000,45000,0.636,17370
40000,45000,0.637,17375
40000,45000,0.638,17381
40000,45000,0.639,17387
40000,45000,0.64,17393
40000,45000,0.641,17398
40000,45000,0.642,17404
40000,45000,0.643,17410
40000,45000,0.644,17416
40000,45000,0.645,17422
40000,45000,0.646,17428
40000,45000,0.647,17434
40000,45000,0.648,17440
40000,45000,0.649,17447
40000,45000,0.65,17453
40000,45000,0.651,17460
40000,45000,0.652,17467
40000,45000,0.653,17475
40000,45000,0.654,17484
40000,45000,0.655,17492
40000,45000,0.656,17502
40000,45000,0.657,17510
40000,45000,0.658,17519
40000,45000,0.659,17529
40000,45000,0.66,17537
40000,45000,0.661,17546
40000,45000,0.662,17556
40000,45000,0.663,17565
40000,45000,0.664,17574
40000,45000,0.665,17584
40000,45000,0.666,17593
40000,45000,0.667,17603
40000,45000,0.668,17613
40000,45000,0.669,17622
40000,45000,0.67,17632
40000,45000,0.671,17642
40000,45000,0.672,17651
40000,45000,0.673,17661
40000,45000,0.674,17671
40000,45000,0.675,17681
40000,45000,0.676,17692
40000,45000,0.677,17702
40000,45000,0.678,17712
40000,45000,0.679,17723
40000,45000,0.68,17733
40000,45000,0.681,17744
40000,45000,0.682,17754
40000,45000,0.683,17765
40000,45000,0.684,17775
40000,45000,0.685,17787
40000,45000,0.686,17797
40000,45000,0.687,17808
40000,45000,0.688,17819
40000,45000,0.689,17830
40000,45000,0.69,17841
40000,45000,0.691,17853
40000,45000,0.692,17863
40000,45000,0.693,17875
40000,45000,0.694,17887
40000,45000,0.695,17899
40000,45000,0.696,17910
40000,45000,0.697,17922
40000,45000,0.698,17934
40000,45000,0.699,17945
40000,45000,0.7,17957
40000,45000,0.701,17969
40000,45000,0.702,17981
40000,45000,0.703,17993
40000,45000,0.704,18005
40000,45000,0.705,18017
40000,45000,0.706,18030
40000,45000,0.707,18043
40000,45000,0.708,18054
40000,45000,0.709,18067
40000,45000,0.71,18080
40000,45000,0.711,18093
40000,45000,0.712,18106
40000,45000,0.713,18119
40000,45000,0.714,18131
40000,45000,0.715,18144
40000,45000,0.716,18158
40000,45000,0.717,18171
40000,45000,0.718,18184
40000,45000,0.719,18198
40000,45000,0.72,18211
40000,45000,0.721,18225
40000,45000,0.722,18238
40000,45000,0.723,18252
40000,45000,0.724,18265
40000,45000,0.725,18279
40000,45000,0.726,18294
40000,45000,0.727,18307
40000,45000,0.728,18322
40000,45000,0.729,18336
40000,45000,0.73,18351
40000,45000,0.731,18364
40000,45000,0.732,18379
40000,45000,0.733,18394
40000,45000,0.734,18409
40000,45000,0.735,18422
40000,45000,0.736,18437
40000,45000,0.737,18452
40000,45000,0.738,18467
40000,45000,0.739,18482
40000,45000,0.74,18496
40000,45000,0.741,18510
40000,45000,0.742,18523
40000,45000,0.743,18534
40000,45000,0.744,18543
40000,45000,0.745,18553
40000,45000,0.746,18563
40000,45000,0.747,18574
40000,45000,0.748,18584
40000,45000,0.749,18593
40000,45000,0.75,18604
40000,45000,0.751,18614
40000,45000,0.752,18625
40000,45000,0.753,18635
40000,45000,0.754,18646
40000,45000,0.755,18656
40000,45000,0.756,18667
40000,45000,0.757,18678
40000,45000,0.758,18688
40000,45000,0.759,18699
40000,45000,0.76,18710
40000,45000,0.761,18721
40000,45000,0.762,18732
40000,45000,0.763,18744
40000,45000,0.764,18754
40000,45000,0.765,18766
40000,45000,0.766,18777
40000,45000,0.767,18788
40000,45000,0.768,18800
40000,45000,0.769,18811
40000,45000,0.77,18823
40000,45000,0.771,18835
40000,45000,0.772,18847
40000,45000,0.773,18858
40000,45000,0.774,18871
40000,45000,0.775,18882
40000,45000,0.776,18895
40000,45000,0.777,18907
40000,45000,0.778,18919
40000,45000,0.779,18932
40000,45000,0.78,18944
40000,45000,0.781,18956
40000,45000,0.782,18969
40000,45000,0.783,18982
40000,45000,0.784,18994
40000,45000,0.785,19006
40000,45000,0.786,19018
40000,45000,0.787,19029
40000,45000,0.788,19041
40000,45000,0.789,19051
40000,45000,0.79,19060
40000,45000,0.791,19069
40000,45000,0.792,19079
40000,45000,0.793,19092
40000,45000,0.794,19108
40000,45000,0.795,19126
40000,45000,0.796,19145
40000,45000,0.797,19164
40000,45000,0.798,19185
40000,45000,0.799,19204
40000,45000,0.8,19224
40000,45000,0.801,19242
40000,45000,0.802,19260
40000,45000,0.803,19278
40000,45000,0.804,19295
40000,45000,0.805,19311
40000,45000,0.806,19329
40000,45000,0.807,19348
40000,45000,0.808,19367
40000,45000,0.809,19388
40000,45000,0.81,19408
40000,45000,0.811,19427
40000,45000,0.812,19448
40000,45000,0.813,19471
40000,45000,0.814,19497
40000,45000,0.815,19522
40000,45000,0.816,19549
40000,45000,0.817,19574
40000,45000,0.818,19603
40000,45000,0.819,19632
40000,45000,0.82,19661
40000,45000,0.821,19693
40000,45000,0.822,19723
40000,45000,0.823,19753
40000,45000,0.824,19787
40000,45000,0.825,19818
40000,45000,0.826,19853
40000,45000,0.827,19889
40000,45000,0.828,19924
40000,45000,0.829,19962
40000,45000,0.83,19988
40000,45000,0.831,20008
40000,45000,0.832,20025
40000,45000,0.833,20039
40000,45000,0.834,20051
40000,45000,0.835,20063
40000,45000,0.836,20076
40000,45000,0.837,20090
40000,45000,0.838,20104
40000,45000,0.839,20117
40000,45000,0.84,20129
40000,45000,0.841,20145
40000,45000,0.842,20169
40000,45000,0.843,20197
40000,45000,0.844,20228
40000,45000,0.845,20257
40000,45000,0.846,20287
40000,45000,0.847,20316
40000,45000,0.848,20344
40000,45000,0.849,20372
40000,45000,0.85,20399
40000,45000,0.851,20425
40000,45000,0.852,20449
40000,45000,0.853,20472
40000,45000,0.854,20479
